vulnerability_id,cve_id,vulnerability_name,severity,cvss_score,affected_asset,patch_available,status
VUL07749,CVE-2017-91552,Sensitive Data Exposure,Medium,6.3,MKT-RTR-0054,Yes,In Progress
VUL07750,CVE-2023-33803,Cross-Site Scripting (XSS),Medium,5.0,SAL-SRV-0098,No,Open
VUL07751,CVE-2023-3302,Cross-Site Scripting (XSS),High,8.0,ENG-LAP-0110,No,Open
VUL07752,CVE-2017-13682,Server-Side Request Forgery (SSRF),High,7.3,LEG-RTR-0037,No,Won't Fix
VUL07753,CVE-2025-27851,Command Injection,Medium,4.6,MKT-RTR-0054,Yes,In Progress
VUL07754,CVE-2021-54570,Remote Code Execution,Critical,9.4,HR-SRV-0107,Yes,In Progress
VUL07755,CVE-2016-41015,SQL Injection,Medium,6.1,IT-MOB-0050,Yes,Closed
VUL07756,CVE-2018-26913,Remote Code Execution,Medium,6.8,LEG-DB-0070,No,Won't Fix
VUL07757,CVE-2023-7948,Remote Code Execution,Medium,6.6,ENG-MOB-0064,Yes,Patched
VUL07758,CVE-2018-81085,Open Redirect,High,8.2,ENG-RTR-0069,No,In Progress
VUL07759,CVE-2026-21288,Broken Authentication,High,7.4,HR-DB-0035,Yes,Patched
VUL07760,CVE-2016-8223,Remote Code Execution,Low,1.0,HR-FW-0002,Yes,Closed
VUL07761,CVE-2022-31891,Security Misconfiguration,Medium,4.2,MKT-MOB-0018,Yes,Patched
VUL07762,CVE-2024-27697,Broken Authentication,Medium,6.0,IT-IOT-0006,No,In Progress
VUL07763,CVE-2022-76968,Security Misconfiguration,Medium,6.7,IT-PRT-0012,No,Won't Fix
VUL07764,CVE-2021-73753,Buffer Overflow,Low,0.2,ENG-SW-0121,Yes,In Progress
VUL07765,CVE-2021-54921,Missing Security Patch,Low,0.4,ENG-RTR-0088,No,In Progress
VUL07766,CVE-2015-94034,Unpatched Software,Critical,9.9,SAL-FW-0079,Yes,Patched
VUL07767,CVE-2021-98352,Privilege Escalation,Medium,6.0,ENG-FW-0057,Yes,Closed
VUL07768,CVE-2022-14462,Denial of Service,High,8.5,SAL-FW-0006,Yes,Patched
VUL07769,CVE-2020-89503,Unpatched Software,Medium,5.3,OPS-PRT-0036,Yes,Patched
VUL07770,CVE-2024-77876,Privilege Escalation,Low,1.6,IT-SW-0021,No,Won't Fix
VUL07771,CVE-2021-97796,Open Redirect,Medium,6.5,LEG-PC-0056,Yes,In Progress
VUL07772,CVE-2019-8607,Missing Security Patch,Medium,6.1,MKT-PRT-0096,Yes,Patched
VUL07773,CVE-2023-94619,Broken Authentication,High,8.6,HR-IOT-0015,Yes,Patched
VUL07774,CVE-2015-5961,Server-Side Request Forgery (SSRF),Medium,4.4,FIN-RTR-0100,Yes,Patched
VUL07775,CVE-2026-73454,Outdated SSL/TLS Configuration,High,7.8,HR-LAP-0038,Yes,Closed
VUL07776,CVE-2017-30515,Server-Side Request Forgery (SSRF),Medium,4.8,FIN-MOB-0092,Yes,Patched
VUL07777,CVE-2019-4436,Sensitive Data Exposure,Low,2.3,OPS-SRV-0022,Yes,Patched
VUL07778,CVE-2023-31218,Privilege Escalation,High,7.7,HR-IOT-0030,Yes,Patched
VUL07779,CVE-2016-28189,Insecure Direct Object Reference,Medium,6.1,SAL-SW-0105,Yes,Closed
VUL07780,CVE-2018-23307,Broken Authentication,Medium,4.0,SAL-PRT-0108,Yes,Closed
VUL07781,CVE-2026-1296,Broken Authentication,High,7.0,OPS-PC-0017,Yes,Closed
VUL07782,CVE-2019-87666,Remote Code Execution,Low,0.8,ENG-LAP-0065,No,Won't Fix
VUL07783,CVE-2019-27076,Open Redirect,High,8.0,SAL-MOB-0099,No,In Progress
VUL07784,CVE-2024-29032,Security Misconfiguration,Low,0.7,IT-DB-0011,Yes,In Progress
VUL07785,CVE-2018-62631,Buffer Overflow,Medium,6.0,FIN-MOB-0094,No,In Progress
VUL07786,CVE-2021-66584,Denial of Service,High,7.3,MKT-SW-0070,Yes,In Progress
VUL07787,CVE-2021-5931,Command Injection,Medium,5.3,IT-DB-0078,No,In Progress
VUL07788,CVE-2020-42469,Sensitive Data Exposure,High,8.6,FIN-RTR-0098,Yes,Closed
VUL07789,CVE-2020-8324,Unpatched Software,Medium,5.9,IT-MOB-0122,Yes,Closed
VUL07790,CVE-2026-68264,Command Injection,Medium,6.1,MKT-MOB-0072,Yes,Patched
VUL07791,CVE-2019-22989,Buffer Overflow,Medium,4.2,FIN-SW-0074,No,Open
VUL07792,CVE-2026-30365,Outdated SSL/TLS Configuration,Low,1.5,MKT-LAP-0115,Yes,In Progress
VUL07793,CVE-2019-48396,SQL Injection,Medium,6.1,MKT-SW-0027,Yes,Closed
VUL07794,CVE-2015-6968,Weak Password Policy,High,8.6,IT-MOB-0022,Yes,Patched
VUL07795,CVE-2022-21986,Insecure Deserialization,High,7.2,HR-PC-0103,Yes,In Progress
VUL07796,CVE-2016-94607,Sensitive Data Exposure,Medium,5.2,HR-IOT-0060,No,Won't Fix
VUL07797,CVE-2025-37562,Broken Authentication,Critical,9.3,SAL-SW-0096,Yes,In Progress
VUL07798,CVE-2025-4557,Security Misconfiguration,Medium,5.8,MKT-DB-0058,No,Won't Fix
VUL07799,CVE-2024-5517,Denial of Service,High,7.1,HR-MOB-0082,No,Open
VUL07800,CVE-2018-60711,Cross-Site Scripting (XSS),Critical,9.4,SAL-IOT-0052,Yes,Patched
VUL07801,CVE-2022-53732,Privilege Escalation,High,7.9,SAL-MOB-0123,No,Won't Fix
VUL07802,CVE-2022-16511,SQL Injection,Medium,4.8,IT-SW-0019,Yes,Closed
VUL07803,CVE-2019-6976,Outdated SSL/TLS Configuration,Critical,9.3,IT-MOB-0065,Yes,Closed
VUL07804,CVE-2022-80012,Denial of Service,High,8.3,SAL-DB-0077,Yes,Closed
VUL07805,CVE-2023-88179,XML External Entity (XXE),High,8.1,SAL-RTR-0044,No,In Progress
VUL07806,CVE-2015-1506,Insecure Deserialization,High,8.6,LEG-LAP-0076,Yes,In Progress
VUL07807,CVE-2019-58352,XML External Entity (XXE),High,8.6,IT-RTR-0050,No,Won't Fix
VUL07808,CVE-2019-85670,Unpatched Software,Low,2.3,LEG-LAP-0012,No,Won't Fix
VUL07809,CVE-2019-79745,Server-Side Request Forgery (SSRF),High,7.2,MKT-SRV-0019,Yes,Closed
VUL07810,CVE-2019-51963,Open Redirect,High,8.8,FIN-IOT-0012,Yes,In Progress
VUL07811,CVE-2021-54446,Buffer Overflow,Medium,5.6,FIN-RTR-0071,Yes,Patched
VUL07812,CVE-2021-38689,Open Redirect,High,7.1,SAL-SW-0087,No,Won't Fix
VUL07813,CVE-2021-41122,Outdated SSL/TLS Configuration,Critical,9.1,LEG-SW-0097,No,Open
VUL07814,CVE-2024-85755,Insecure Deserialization,High,7.3,SAL-SW-0027,No,In Progress
VUL07815,CVE-2026-11521,Remote Code Execution,High,7.2,FIN-IOT-0108,Yes,In Progress
VUL07816,CVE-2020-64401,XML External Entity (XXE),Critical,9.5,IT-FW-0113,Yes,In Progress
VUL07817,CVE-2019-79119,Unpatched Software,Medium,6.5,MKT-PRT-0022,Yes,In Progress
VUL07818,CVE-2023-32324,Open Redirect,Critical,9.9,ENG-SW-0065,Yes,Closed
VUL07819,CVE-2016-2907,Insecure Deserialization,Low,0.9,MKT-LAP-0064,No,Won't Fix
VUL07820,CVE-2021-87045,Buffer Overflow,Medium,5.9,HR-LAP-0133,No,Won't Fix
VUL07821,CVE-2019-87917,Outdated SSL/TLS Configuration,Medium,5.4,SAL-SW-0067,No,In Progress
VUL07822,CVE-2019-55436,Command Injection,Medium,4.4,HR-MOB-0102,No,Won't Fix
VUL07823,CVE-2026-23345,Denial of Service,Critical,9.7,LEG-IOT-0006,Yes,In Progress
VUL07824,CVE-2017-27335,Outdated SSL/TLS Configuration,High,7.7,LEG-MOB-0025,Yes,Patched
VUL07825,CVE-2023-16362,Outdated SSL/TLS Configuration,Low,1.1,IT-DB-0033,No,Open
VUL07826,CVE-2016-63059,Insecure Direct Object Reference,Medium,4.8,IT-PRT-0084,No,Open
VUL07827,CVE-2017-82646,Remote Code Execution,Medium,5.0,ENG-RTR-0057,Yes,Closed
VUL07828,CVE-2020-4296,Path Traversal,Medium,4.7,IT-LAP-0069,No,Won't Fix
VUL07829,CVE-2019-99143,Security Misconfiguration,Medium,4.0,FIN-SRV-0073,Yes,Closed
VUL07830,CVE-2026-5752,Missing Security Patch,Critical,10.0,ENG-RTR-0038,Yes,Closed
VUL07831,CVE-2023-39393,SQL Injection,High,7.9,OPS-MOB-0139,Yes,In Progress
VUL07832,CVE-2021-1394,Remote Code Execution,High,7.9,HR-FW-0081,Yes,Patched
VUL07833,CVE-2025-39790,Insecure Direct Object Reference,Low,1.4,SAL-PRT-0017,No,Open
VUL07834,CVE-2019-41275,Insecure Direct Object Reference,High,8.6,ENG-RTR-0067,Yes,In Progress
VUL07835,CVE-2023-84174,Sensitive Data Exposure,High,8.2,SAL-MOB-0014,Yes,In Progress
VUL07836,CVE-2021-3620,Cross-Site Scripting (XSS),Critical,9.5,HR-SRV-0104,Yes,Patched
VUL07837,CVE-2021-78810,Missing Security Patch,High,7.8,OPS-SW-0057,Yes,In Progress
VUL07838,CVE-2023-94553,Outdated SSL/TLS Configuration,High,8.3,MKT-PRT-0083,Yes,Closed
VUL07839,CVE-2022-53982,Weak Password Policy,High,8.0,SAL-SW-0078,Yes,In Progress
VUL07840,CVE-2021-41261,Open Redirect,High,7.7,ENG-SRV-0144,Yes,Patched
VUL07841,CVE-2017-14894,Buffer Overflow,High,7.4,HR-PRT-0074,No,In Progress
VUL07842,CVE-2025-82483,Denial of Service,Low,3.9,FIN-MOB-0002,Yes,Closed
VUL07843,CVE-2021-29416,Privilege Escalation,High,8.5,LEG-PC-0050,Yes,Patched
VUL07844,CVE-2023-58849,Missing Security Patch,Low,3.8,IT-MOB-0034,Yes,In Progress
VUL07845,CVE-2019-46335,Open Redirect,Critical,9.1,OPS-PRT-0084,No,In Progress
VUL07846,CVE-2024-90017,Security Misconfiguration,Medium,5.6,IT-PC-0002,Yes,Closed
VUL07847,CVE-2021-31813,Command Injection,Low,2.7,ENG-DB-0048,Yes,Closed
VUL07848,CVE-2015-3306,Privilege Escalation,Critical,9.7,LEG-LAP-0094,No,Won't Fix
VUL07849,CVE-2016-79114,Sensitive Data Exposure,High,8.4,FIN-SRV-0078,Yes,Closed
VUL07850,CVE-2019-75918,Unpatched Software,Medium,4.4,SAL-SW-0105,No,In Progress
VUL07851,CVE-2020-10297,Insecure Deserialization,Low,3.6,OPS-PRT-0043,No,Open
VUL07852,CVE-2019-96847,Command Injection,Medium,4.7,HR-PC-0009,Yes,Patched
VUL07853,CVE-2018-40747,Security Misconfiguration,Medium,6.7,LEG-DB-0062,Yes,In Progress
VUL07854,CVE-2025-59557,Path Traversal,Medium,5.1,ENG-PC-0116,Yes,Closed
VUL07855,CVE-2018-73074,Unpatched Software,Medium,6.2,OPS-SW-0117,No,Won't Fix
VUL07856,CVE-2026-35576,Denial of Service,High,7.8,MKT-FW-0077,Yes,In Progress
VUL07857,CVE-2015-87772,Outdated SSL/TLS Configuration,Medium,4.6,LEG-SRV-0074,No,Won't Fix
VUL07858,CVE-2016-94916,SQL Injection,Medium,5.3,FIN-SRV-0109,Yes,In Progress
VUL07859,CVE-2024-55552,Server-Side Request Forgery (SSRF),Medium,5.7,HR-PRT-0021,No,In Progress
VUL07860,CVE-2023-68689,Buffer Overflow,Medium,4.7,HR-RTR-0031,No,Open
VUL07861,CVE-2024-50554,Security Misconfiguration,Low,2.2,HR-IOT-0082,Yes,In Progress
VUL07862,CVE-2015-79085,Open Redirect,Medium,5.4,IT-SW-0034,No,Won't Fix
VUL07863,CVE-2026-44773,Cross-Site Scripting (XSS),Medium,5.9,HR-SW-0105,No,Won't Fix
VUL07864,CVE-2020-68856,XML External Entity (XXE),High,7.4,HR-SRV-0042,Yes,Closed
VUL07865,CVE-2022-54226,Sensitive Data Exposure,High,8.3,IT-SRV-0029,No,In Progress
VUL07866,CVE-2017-76303,Privilege Escalation,Low,0.1,IT-RTR-0091,Yes,Closed
VUL07867,CVE-2018-12888,Security Misconfiguration,Critical,9.6,LEG-PC-0106,Yes,In Progress
VUL07868,CVE-2022-12159,Security Misconfiguration,Critical,9.3,HR-RTR-0058,Yes,Patched
VUL07869,CVE-2019-69389,Missing Security Patch,Low,3.6,SAL-SW-0049,No,Won't Fix
VUL07870,CVE-2016-18611,Insecure Deserialization,Low,1.0,IT-IOT-0031,Yes,Patched
VUL07871,CVE-2021-81655,Server-Side Request Forgery (SSRF),Low,3.3,FIN-DB-0009,No,Won't Fix
VUL07872,CVE-2015-43563,Broken Authentication,Low,2.3,HR-SRV-0061,Yes,In Progress
VUL07873,CVE-2017-21061,Unpatched Software,High,8.8,MKT-PC-0128,Yes,In Progress
VUL07874,CVE-2023-29394,Server-Side Request Forgery (SSRF),Critical,9.6,OPS-FW-0091,Yes,Patched
VUL07875,CVE-2021-31111,Buffer Overflow,Medium,4.9,FIN-PC-0068,Yes,In Progress
VUL07876,CVE-2026-13832,Open Redirect,Medium,6.5,SAL-LAP-0068,No,In Progress
VUL07877,CVE-2017-10969,Path Traversal,High,8.7,MKT-RTR-0088,Yes,Closed
VUL07878,CVE-2019-16815,Command Injection,Critical,9.1,HR-RTR-0071,Yes,Closed
VUL07879,CVE-2020-53070,Security Misconfiguration,Low,0.9,IT-IOT-0121,Yes,In Progress
VUL07880,CVE-2024-85508,Insecure Deserialization,High,7.3,SAL-FW-0009,Yes,Patched
VUL07881,CVE-2016-83477,Sensitive Data Exposure,High,7.5,MKT-PC-0020,Yes,Closed
VUL07882,CVE-2017-2305,Server-Side Request Forgery (SSRF),High,8.4,IT-SW-0120,Yes,Closed
VUL07883,CVE-2019-83859,Weak Password Policy,Critical,9.7,IT-SRV-0132,No,In Progress
VUL07884,CVE-2023-97568,Command Injection,Critical,9.0,ENG-PRT-0108,No,Open
VUL07885,CVE-2024-36011,Path Traversal,High,7.9,OPS-SRV-0092,No,Won't Fix
VUL07886,CVE-2023-24013,Server-Side Request Forgery (SSRF),Medium,4.0,FIN-SW-0073,No,Open
VUL07887,CVE-2022-48931,Open Redirect,High,8.8,HR-FW-0089,No,In Progress
VUL07888,CVE-2015-18276,Buffer Overflow,High,7.1,LEG-FW-0071,Yes,In Progress
VUL07889,CVE-2020-38942,Privilege Escalation,Low,0.3,LEG-PRT-0044,No,Won't Fix
VUL07890,CVE-2015-17691,Broken Authentication,High,7.1,ENG-LAP-0092,Yes,Closed
VUL07891,CVE-2017-24540,Outdated SSL/TLS Configuration,Low,3.5,FIN-SW-0140,Yes,Patched
VUL07892,CVE-2016-22781,Command Injection,Medium,6.4,HR-DB-0021,Yes,In Progress
VUL07893,CVE-2019-73301,Path Traversal,Medium,5.2,SAL-FW-0093,Yes,Closed
VUL07894,CVE-2024-16651,Broken Authentication,Low,3.8,IT-MOB-0003,Yes,Patched
VUL07895,CVE-2020-51775,Weak Password Policy,Medium,6.7,OPS-RTR-0122,Yes,In Progress
VUL07896,CVE-2025-41773,Path Traversal,Low,1.4,HR-PC-0087,No,In Progress
VUL07897,CVE-2023-39663,Security Misconfiguration,Low,3.1,FIN-PC-0104,No,In Progress
VUL07898,CVE-2015-13379,Unpatched Software,Critical,9.5,HR-SW-0072,Yes,Closed
VUL07899,CVE-2019-34094,Weak Password Policy,Medium,5.6,HR-SW-0048,Yes,In Progress
VUL07900,CVE-2023-63831,Unpatched Software,Medium,5.5,IT-PRT-0021,No,Won't Fix
VUL07901,CVE-2017-47373,Denial of Service,High,8.0,IT-RTR-0067,No,Won't Fix
VUL07902,CVE-2025-15734,Sensitive Data Exposure,Medium,4.8,HR-PRT-0015,Yes,Closed
VUL07903,CVE-2023-60628,Buffer Overflow,Medium,5.9,SAL-SRV-0009,Yes,In Progress
VUL07904,CVE-2024-95170,Sensitive Data Exposure,High,7.8,HR-FW-0043,Yes,Closed
VUL07905,CVE-2015-81427,Buffer Overflow,High,8.9,ENG-SRV-0095,Yes,In Progress
VUL07906,CVE-2023-3784,Server-Side Request Forgery (SSRF),High,8.6,HR-MOB-0037,Yes,Patched
VUL07907,CVE-2023-99565,Privilege Escalation,Low,1.7,HR-DB-0099,Yes,Closed
VUL07908,CVE-2025-43392,Sensitive Data Exposure,Low,1.6,OPS-LAP-0120,Yes,Closed
VUL07909,CVE-2016-81858,Unpatched Software,Low,0.8,FIN-FW-0004,No,In Progress
VUL07910,CVE-2018-74962,Buffer Overflow,High,8.5,HR-SRV-0079,Yes,In Progress
VUL07911,CVE-2023-39962,Missing Security Patch,Medium,6.1,IT-DB-0060,No,Won't Fix
VUL07912,CVE-2023-71241,Weak Password Policy,Medium,6.9,SAL-MOB-0079,No,In Progress
VUL07913,CVE-2015-83889,Sensitive Data Exposure,Medium,5.3,SAL-IOT-0098,No,Open
VUL07914,CVE-2024-27035,Denial of Service,High,8.4,LEG-PRT-0059,No,In Progress
VUL07915,CVE-2016-57037,Command Injection,Medium,6.1,FIN-DB-0090,No,Open
VUL07916,CVE-2016-38155,Security Misconfiguration,Low,0.2,LEG-PC-0071,No,Won't Fix
VUL07917,CVE-2026-99633,Outdated SSL/TLS Configuration,Medium,5.9,ENG-SW-0103,Yes,In Progress
VUL07918,CVE-2018-95188,Remote Code Execution,High,8.0,ENG-PRT-0017,No,Won't Fix
VUL07919,CVE-2016-4007,Server-Side Request Forgery (SSRF),Medium,6.1,IT-LAP-0100,No,Open
VUL07920,CVE-2020-46066,Unpatched Software,High,8.2,FIN-MOB-0009,Yes,Patched
VUL07921,CVE-2019-61998,Outdated SSL/TLS Configuration,Medium,6.6,LEG-PRT-0069,Yes,Patched
VUL07922,CVE-2015-58667,XML External Entity (XXE),Medium,5.2,ENG-PRT-0081,Yes,In Progress
VUL07923,CVE-2022-94400,Remote Code Execution,Medium,6.3,OPS-PC-0113,No,Open
VUL07924,CVE-2018-49084,Outdated SSL/TLS Configuration,High,8.5,SAL-SRV-0007,No,Won't Fix
VUL07925,CVE-2016-12869,Missing Security Patch,Medium,4.1,LEG-PC-0096,Yes,Patched
VUL07926,CVE-2026-4744,Broken Authentication,Medium,5.8,LEG-PRT-0093,Yes,Closed
VUL07927,CVE-2016-92760,Unpatched Software,High,7.3,ENG-MOB-0069,Yes,Patched
VUL07928,CVE-2022-46365,Buffer Overflow,Medium,6.9,HR-PRT-0008,Yes,Closed
VUL07929,CVE-2021-82926,Missing Security Patch,Low,3.2,OPS-PC-0128,Yes,Patched
VUL07930,CVE-2024-97157,SQL Injection,Medium,5.2,MKT-MOB-0099,Yes,Closed
VUL07931,CVE-2024-90025,Missing Security Patch,Medium,5.8,SAL-PC-0029,Yes,Closed
VUL07932,CVE-2026-19183,Broken Authentication,High,8.4,MKT-MOB-0012,Yes,Patched
VUL07933,CVE-2023-19798,Insecure Deserialization,Medium,5.0,HR-IOT-0002,No,Open
VUL07934,CVE-2022-37367,Insecure Direct Object Reference,High,8.3,MKT-IOT-0043,No,Open
VUL07935,CVE-2022-55298,Outdated SSL/TLS Configuration,High,8.3,FIN-IOT-0009,No,In Progress
VUL07936,CVE-2019-19488,Open Redirect,High,7.1,ENG-SRV-0015,No,Open
VUL07937,CVE-2015-27026,SQL Injection,Medium,6.5,OPS-SW-0049,No,Open
VUL07938,CVE-2018-36399,Sensitive Data Exposure,Low,2.1,SAL-PC-0030,No,In Progress
VUL07939,CVE-2020-23127,Command Injection,Critical,9.3,ENG-PRT-0061,Yes,In Progress
VUL07940,CVE-2020-91667,Denial of Service,Low,1.5,IT-RTR-0121,Yes,In Progress
VUL07941,CVE-2025-11565,Insecure Direct Object Reference,Medium,4.4,HR-DB-0110,Yes,Patched
VUL07942,CVE-2016-26827,Security Misconfiguration,High,8.4,LEG-SW-0034,Yes,Closed
VUL07943,CVE-2024-31137,Unpatched Software,Low,2.5,ENG-MOB-0018,Yes,Closed
VUL07944,CVE-2018-89442,XML External Entity (XXE),Medium,6.6,OPS-DB-0019,Yes,Patched
VUL07945,CVE-2019-72762,Remote Code Execution,Medium,6.4,ENG-DB-0059,Yes,Closed
VUL07946,CVE-2022-44199,Open Redirect,High,7.5,HR-SW-0101,Yes,Patched
VUL07947,CVE-2024-65100,Sensitive Data Exposure,Medium,5.0,MKT-PC-0032,Yes,In Progress
VUL07948,CVE-2022-49213,Outdated SSL/TLS Configuration,Medium,5.4,IT-SRV-0004,Yes,In Progress
VUL07949,CVE-2015-33086,XML External Entity (XXE),Medium,4.0,FIN-FW-0009,No,In Progress
VUL07950,CVE-2019-73983,Insecure Deserialization,Critical,9.3,SAL-RTR-0065,Yes,Closed
VUL07951,CVE-2015-67580,XML External Entity (XXE),Low,2.6,HR-IOT-0096,No,In Progress
VUL07952,CVE-2015-57537,Remote Code Execution,Medium,6.9,IT-DB-0035,Yes,Closed
VUL07953,CVE-2016-51057,Denial of Service,Low,2.0,IT-FW-0030,Yes,Patched
VUL07954,CVE-2025-71790,Open Redirect,High,8.8,ENG-SRV-0068,Yes,Patched
VUL07955,CVE-2025-88608,SQL Injection,Low,0.9,IT-LAP-0017,No,Open
VUL07956,CVE-2020-90334,Insecure Direct Object Reference,Critical,9.2,OPS-DB-0102,No,Won't Fix
VUL07957,CVE-2024-29802,Unpatched Software,Medium,4.1,FIN-RTR-0050,Yes,Closed
VUL07958,CVE-2020-30306,Unpatched Software,High,8.5,SAL-PRT-0043,Yes,Closed
VUL07959,CVE-2025-85725,Weak Password Policy,Critical,9.9,IT-SW-0050,No,Won't Fix
VUL07960,CVE-2018-39752,Insecure Direct Object Reference,Low,3.0,IT-LAP-0003,Yes,Patched
VUL07961,CVE-2018-21803,Cross-Site Scripting (XSS),Low,2.4,MKT-RTR-0053,Yes,Patched
VUL07962,CVE-2023-31975,Remote Code Execution,High,8.6,OPS-IOT-0070,Yes,In Progress
VUL07963,CVE-2022-50452,SQL Injection,High,7.5,MKT-SRV-0035,Yes,Closed
VUL07964,CVE-2024-71558,Security Misconfiguration,High,7.7,HR-PC-0029,Yes,Closed
VUL07965,CVE-2021-94329,Security Misconfiguration,Low,1.1,ENG-MOB-0092,No,Open
VUL07966,CVE-2021-97040,Broken Authentication,Low,2.3,FIN-PRT-0123,Yes,Patched
VUL07967,CVE-2017-24784,Server-Side Request Forgery (SSRF),Medium,4.6,LEG-IOT-0070,Yes,In Progress
VUL07968,CVE-2019-25609,Missing Security Patch,Low,2.4,FIN-PRT-0116,No,Open
VUL07969,CVE-2017-9916,Open Redirect,Medium,6.4,OPS-IOT-0093,No,In Progress
VUL07970,CVE-2015-62551,Command Injection,Medium,4.5,MKT-PC-0115,Yes,In Progress
VUL07971,CVE-2026-55730,Buffer Overflow,High,8.0,IT-MOB-0107,No,Won't Fix
VUL07972,CVE-2021-54652,Insecure Deserialization,High,8.1,OPS-PC-0112,Yes,Patched
VUL07973,CVE-2026-51846,Privilege Escalation,Low,2.7,OPS-FW-0013,Yes,In Progress
VUL07974,CVE-2024-28626,Weak Password Policy,Medium,6.1,LEG-MOB-0045,Yes,Closed
VUL07975,CVE-2021-71028,Server-Side Request Forgery (SSRF),High,8.0,MKT-LAP-0060,Yes,Patched
VUL07976,CVE-2015-1859,Command Injection,Critical,9.6,FIN-IOT-0013,Yes,In Progress
VUL07977,CVE-2016-24129,Open Redirect,Critical,10.0,ENG-SW-0054,Yes,Closed
VUL07978,CVE-2025-57764,Open Redirect,High,8.4,MKT-DB-0042,No,Open
VUL07979,CVE-2021-15702,XML External Entity (XXE),Medium,4.2,HR-SRV-0073,Yes,Patched
VUL07980,CVE-2025-12918,Denial of Service,High,7.2,IT-SW-0131,No,In Progress
VUL07981,CVE-2019-49133,Denial of Service,Medium,6.6,HR-FW-0097,No,Open
VUL07982,CVE-2021-22200,Privilege Escalation,High,7.6,OPS-IOT-0017,Yes,Patched
VUL07983,CVE-2019-94873,Broken Authentication,Medium,5.1,IT-SRV-0084,Yes,Closed
VUL07984,CVE-2019-14330,Outdated SSL/TLS Configuration,Medium,4.3,OPS-DB-0073,Yes,In Progress
VUL07985,CVE-2021-89719,XML External Entity (XXE),Low,2.8,SAL-PC-0034,Yes,Closed
VUL07986,CVE-2022-38977,Buffer Overflow,Medium,6.4,ENG-PRT-0053,Yes,Closed
VUL07987,CVE-2026-90941,Remote Code Execution,Low,3.8,SAL-IOT-0014,Yes,Closed
VUL07988,CVE-2019-32496,Insecure Direct Object Reference,Medium,4.9,SAL-SRV-0024,No,Won't Fix
VUL07989,CVE-2023-81484,Outdated SSL/TLS Configuration,High,7.5,FIN-SW-0052,Yes,Closed
VUL07990,CVE-2019-49168,Insecure Direct Object Reference,Low,3.2,HR-SRV-0050,No,Won't Fix
VUL07991,CVE-2026-63382,Security Misconfiguration,Critical,9.2,IT-SRV-0060,Yes,Closed
VUL07992,CVE-2018-43639,Broken Authentication,Medium,4.2,MKT-RTR-0087,No,Open
VUL07993,CVE-2021-84441,Buffer Overflow,Low,1.0,LEG-SW-0094,Yes,In Progress
VUL07994,CVE-2018-38626,Open Redirect,Low,0.2,IT-LAP-0026,No,Won't Fix
VUL07995,CVE-2025-16053,Command Injection,Medium,4.5,IT-LAP-0061,No,Won't Fix
VUL07996,CVE-2020-35045,XML External Entity (XXE),Low,0.8,LEG-MOB-0016,Yes,Patched
VUL07997,CVE-2018-57660,Buffer Overflow,Low,0.5,IT-FW-0049,Yes,Patched
VUL07998,CVE-2024-82734,Unpatched Software,Medium,6.8,HR-IOT-0027,No,In Progress
VUL07999,CVE-2026-74534,Insecure Deserialization,Medium,4.9,FIN-PRT-0123,Yes,Closed
VUL08000,CVE-2015-17303,Privilege Escalation,High,8.3,HR-SW-0076,Yes,In Progress
VUL08001,CVE-2026-2143,Outdated SSL/TLS Configuration,Medium,4.0,OPS-PC-0059,No,In Progress
VUL08002,CVE-2016-81410,Buffer Overflow,Critical,9.5,HR-IOT-0071,Yes,Closed
VUL08003,CVE-2019-97206,Weak Password Policy,Medium,5.4,SAL-FW-0124,Yes,Patched
VUL08004,CVE-2025-49890,Sensitive Data Exposure,High,8.4,MKT-FW-0058,Yes,Patched
VUL08005,CVE-2026-96813,Privilege Escalation,Medium,5.3,SAL-SRV-0029,Yes,Patched
VUL08006,CVE-2024-1631,Sensitive Data Exposure,Critical,9.9,OPS-LAP-0036,No,In Progress
VUL08007,CVE-2024-1104,Broken Authentication,Medium,5.1,ENG-RTR-0124,Yes,Patched
VUL08008,CVE-2023-24046,Weak Password Policy,Critical,9.3,SAL-MOB-0010,Yes,Patched
VUL08009,CVE-2021-78366,Cross-Site Scripting (XSS),High,7.3,IT-LAP-0023,Yes,In Progress
VUL08010,CVE-2025-40159,Sensitive Data Exposure,High,8.3,FIN-PRT-0049,No,In Progress
VUL08011,CVE-2020-53637,Missing Security Patch,Critical,9.6,IT-SW-0044,No,In Progress
VUL08012,CVE-2024-81102,Cross-Site Scripting (XSS),Critical,9.1,MKT-MOB-0056,No,In Progress
VUL08013,CVE-2022-97838,Cross-Site Scripting (XSS),High,7.2,OPS-PRT-0116,Yes,Patched
VUL08014,CVE-2026-86448,Outdated SSL/TLS Configuration,Low,1.3,OPS-SRV-0098,Yes,In Progress
VUL08015,CVE-2019-65747,XML External Entity (XXE),Medium,6.1,LEG-PC-0108,No,In Progress
VUL08016,CVE-2023-25013,Open Redirect,Medium,6.6,OPS-DB-0069,Yes,Patched
VUL08017,CVE-2020-4087,Denial of Service,High,8.6,HR-PC-0071,Yes,Patched
VUL08018,CVE-2016-33553,Path Traversal,Medium,5.8,FIN-MOB-0135,No,In Progress
VUL08019,CVE-2023-18900,Buffer Overflow,Low,3.7,IT-DB-0031,Yes,In Progress
