asset_id,asset_name,asset_type,owner,department,criticality,operating_system
AST08173,OPS-MOB-0121,Mobile Device,Donald,Operations,Low,Android 14
AST08174,ENG-LAP-0090,Laptop,Kevin,Engineering,High,Windows 11
AST08175,MKT-MOB-0101,Mobile Device,Karen,Marketing,Medium,iOS 17
AST08176,OPS-SRV-0089,Server,Allen,Operations,Low,Windows Server 2019
AST08177,FIN-IOT-0104,IoT Device,Crystal,Finance,Critical,Embedded Firmware
AST08178,HR-PRT-0086,Printer,Amy,HR,Medium,Embedded Firmware
AST08179,FIN-IOT-0105,IoT Device,Jennifer,Finance,Low,Embedded Firmware
AST08180,HR-SRV-0089,Server,Mark,HR,Medium,Windows Server 2022
AST08181,FIN-IOT-0106,IoT Device,Thomas,Finance,Low,Embedded Firmware
AST08182,MKT-PRT-0094,Printer,Thomas,Marketing,Medium,Embedded Firmware
AST08183,FIN-LAP-0101,Laptop,Kara,Finance,Medium,Windows 10
AST08184,OPS-SW-0101,Switch,Charles,Operations,Medium,Arista EOS
AST08185,ENG-MOB-0113,Mobile Device,William,Engineering,Critical,iOS 17
AST08186,FIN-SRV-0103,Server,Jordan,Finance,Critical,Windows Server 2019
AST08187,FIN-LAP-0102,Laptop,Bridget,Finance,Medium,macOS Ventura
AST08188,MKT-SRV-0103,Server,Jordan,Marketing,Low,Windows Server 2022
AST08189,HR-MOB-0091,Mobile Device,Jamie,HR,Critical,Android 14
AST08190,SAL-SRV-0117,Server,Jesse,Sales,Medium,Windows Server 2019
AST08191,LEG-LAP-0100,Laptop,Patricia,Legal,Medium,macOS Sonoma
AST08192,FIN-PC-0109,Workstation,Michael,Finance,High,Windows 11
AST08193,HR-LAP-0115,Laptop,Nicole,HR,High,macOS Ventura
AST08194,ENG-RTR-0101,Router,Jill,Engineering,Medium,Cisco IOS
AST08195,HR-PRT-0087,Printer,Joseph,HR,Medium,Embedded Firmware
AST08196,FIN-MOB-0118,Mobile Device,Angela,Finance,Low,iOS 17
AST08197,OPS-PC-0115,Workstation,Alan,Operations,Low,Windows 11
AST08198,LEG-MOB-0096,Mobile Device,Sarah,Legal,Medium,iOS 17
AST08199,SAL-FW-0106,Firewall,Crystal,Sales,Low,FortiOS
AST08200,HR-SW-0102,Switch,Daniel,HR,High,Cisco IOS
AST08201,ENG-LAP-0091,Laptop,April,Engineering,Critical,Windows 10
AST08202,OPS-PC-0116,Workstation,Troy,Operations,Medium,Ubuntu Linux
AST08203,OPS-MOB-0122,Mobile Device,Emily,Operations,Critical,iOS 17
AST08204,FIN-DB-0091,Database,Keith,Finance,Medium,Windows Server 2022
AST08205,LEG-PRT-0115,Printer,Renee,Legal,High,Embedded Firmware
AST08206,FIN-RTR-0088,Router,Cindy,Finance,Critical,JunOS
AST08207,LEG-RTR-0099,Router,Charles,Legal,Medium,Cisco IOS
AST08208,SAL-LAP-0090,Laptop,Lori,Sales,Low,Windows 11
AST08209,ENG-DB-0097,Database,Nicole,Engineering,Medium,Ubuntu Server 22.04
AST08210,HR-SRV-0090,Server,Kevin,HR,Low,Windows Server 2022
AST08211,ENG-MOB-0114,Mobile Device,Jennifer,Engineering,Low,Android 14
AST08212,OPS-MOB-0123,Mobile Device,Michelle,Operations,Medium,iOS 17
AST08213,LEG-MOB-0097,Mobile Device,Nicole,Legal,Low,Android 14
AST08214,LEG-IOT-0090,IoT Device,Chad,Legal,Low,Embedded Firmware
AST08215,HR-DB-0088,Database,Mary,HR,Medium,Ubuntu Server 22.04
AST08216,IT-PC-0093,Workstation,John,IT,Low,Windows 11
AST08217,HR-PRT-0088,Printer,Laurie,HR,Low,Embedded Firmware
AST08218,MKT-SRV-0104,Server,Glenda,Marketing,Medium,Windows Server 2022
AST08219,SAL-PRT-0108,Printer,Steven,Sales,Low,Embedded Firmware
AST08220,MKT-PC-0109,Workstation,Rachel,Marketing,Medium,Windows 11
AST08221,OPS-RTR-0110,Router,Linda,Operations,Medium,JunOS
AST08222,MKT-DB-0094,Database,Virginia,Marketing,Low,Windows Server 2022
AST08223,SAL-IOT-0096,IoT Device,Susan,Sales,Medium,Embedded Firmware
AST08224,IT-SRV-0111,Server,Ashley,IT,Medium,Ubuntu Server 22.04
AST08225,IT-SW-0115,Switch,Jessica,IT,Medium,Arista EOS
AST08226,OPS-LAP-0104,Laptop,Ellen,Operations,High,macOS Sonoma
AST08227,MKT-SRV-0105,Server,Ricardo,Marketing,Medium,Windows Server 2022
AST08228,LEG-SRV-0093,Server,Victor,Legal,Low,Windows Server 2022
AST08229,SAL-SRV-0118,Server,William,Sales,Medium,CentOS 7
AST08230,SAL-IOT-0097,IoT Device,Jason,Sales,Medium,Embedded Firmware
AST08231,ENG-PRT-0106,Printer,Jose,Engineering,High,Embedded Firmware
AST08232,HR-PC-0104,Workstation,Megan,HR,Medium,Windows 10
AST08233,SAL-RTR-0103,Router,Meghan,Sales,Medium,JunOS
AST08234,IT-IOT-0101,IoT Device,Heidi,IT,Medium,Embedded Firmware
AST08235,ENG-PC-0104,Workstation,Haley,Engineering,Critical,Windows 10
AST08236,SAL-MOB-0130,Mobile Device,William,Sales,Low,Android 14
AST08237,SAL-FW-0107,Firewall,Ashley,Sales,Medium,FortiOS
AST08238,FIN-IOT-0107,IoT Device,Elizabeth,Finance,Medium,Embedded Firmware
AST08239,LEG-PC-0109,Workstation,Adrian,Legal,Critical,Windows 11
AST08240,IT-PRT-0100,Printer,Scott,IT,High,Embedded Firmware
AST08241,IT-RTR-0107,Router,Tara,IT,Low,JunOS
AST08242,MKT-LAP-0099,Laptop,Jamie,Marketing,High,macOS Ventura
AST08243,IT-RTR-0108,Router,Taylor,IT,Low,Cisco IOS
AST08244,MKT-SRV-0106,Server,Chris,Marketing,High,CentOS 7
AST08245,FIN-SW-0120,Switch,Jonathan,Finance,Medium,Cisco IOS
AST08246,OPS-IOT-0097,IoT Device,Madison,Operations,Low,Embedded Firmware
AST08247,ENG-LAP-0092,Laptop,Antonio,Engineering,High,macOS Ventura
AST08248,MKT-RTR-0108,Router,Lauren,Marketing,Low,JunOS
AST08249,ENG-RTR-0102,Router,Lauren,Engineering,Medium,Cisco IOS
AST08250,HR-LAP-0116,Laptop,Miranda,HR,Low,Windows 11
AST08251,ENG-PRT-0107,Printer,Jonathan,Engineering,Medium,Embedded Firmware
AST08252,LEG-MOB-0098,Mobile Device,Sarah,Legal,Critical,Android 14
AST08253,OPS-DB-0100,Database,Nathan,Operations,Critical,Ubuntu Server 22.04
AST08254,IT-SRV-0112,Server,Shannon,IT,Critical,CentOS 7
AST08255,HR-LAP-0117,Laptop,Stephanie,HR,Low,macOS Sonoma
AST08256,IT-MOB-0099,Mobile Device,Amy,IT,Medium,Android 14
AST08257,OPS-RTR-0111,Router,Erin,Operations,High,Cisco IOS
AST08258,SAL-LAP-0091,Laptop,Daniel,Sales,Critical,macOS Sonoma
AST08259,FIN-FW-0106,Firewall,Adam,Finance,High,PAN-OS
AST08260,SAL-SW-0105,Switch,Joseph,Sales,Medium,Cisco IOS
AST08261,MKT-DB-0095,Database,Daniel,Marketing,Medium,Oracle Linux
AST08262,FIN-IOT-0108,IoT Device,Madison,Finance,Medium,Embedded Firmware
AST08263,ENG-MOB-0115,Mobile Device,John,Engineering,Critical,Android 14
AST08264,ENG-MOB-0116,Mobile Device,Susan,Engineering,Low,Android 14
AST08265,LEG-RTR-0100,Router,Erika,Legal,High,Cisco IOS
AST08266,HR-SRV-0091,Server,James,HR,Low,Ubuntu Server 22.04
AST08267,ENG-PRT-0108,Printer,Jennifer,Engineering,Low,Embedded Firmware
AST08268,OPS-PC-0117,Workstation,Louis,Operations,Low,Ubuntu Linux
AST08269,MKT-DB-0096,Database,Alison,Marketing,High,Windows Server 2022
AST08270,LEG-FW-0100,Firewall,Charles,Legal,Medium,Cisco ASA OS
AST08271,ENG-MOB-0117,Mobile Device,Marissa,Engineering,Low,iOS 17
AST08272,MKT-SW-0103,Switch,Kristin,Marketing,Critical,Arista EOS
AST08273,ENG-IOT-0087,IoT Device,Beverly,Engineering,Medium,Embedded Firmware
AST08274,MKT-LAP-0100,Laptop,Hannah,Marketing,Critical,Windows 10
AST08275,FIN-FW-0107,Firewall,Matthew,Finance,Medium,Cisco ASA OS
AST08276,SAL-SW-0106,Switch,David,Sales,Low,Arista EOS
AST08277,ENG-PRT-0109,Printer,Mark,Engineering,Medium,Embedded Firmware
AST08278,OPS-DB-0101,Database,Jodi,Operations,High,Oracle Linux
AST08279,MKT-SW-0104,Switch,Anna,Marketing,Low,Arista EOS
AST08280,HR-MOB-0092,Mobile Device,Dennis,HR,Low,iOS 17
AST08281,IT-PC-0094,Workstation,John,IT,Medium,Windows 10
AST08282,OPS-SRV-0090,Server,Thomas,Operations,Low,Windows Server 2019
AST08283,LEG-IOT-0091,IoT Device,Alexis,Legal,Medium,Embedded Firmware
AST08284,SAL-DB-0095,Database,Bradley,Sales,Low,Ubuntu Server 22.04
AST08285,IT-PC-0095,Workstation,Shannon,IT,Medium,Windows 11
AST08286,SAL-SRV-0119,Server,Dennis,Sales,Critical,Windows Server 2022
AST08287,LEG-SRV-0094,Server,Pamela,Legal,High,Ubuntu Server 22.04
AST08288,SAL-PRT-0109,Printer,David,Sales,Medium,Embedded Firmware
AST08289,ENG-SRV-0124,Server,Kara,Engineering,Low,CentOS 7
AST08290,IT-SRV-0113,Server,Laura,IT,High,Windows Server 2022
AST08291,FIN-SW-0121,Switch,Leslie,Finance,High,Cisco IOS
AST08292,OPS-RTR-0112,Router,Amber,Operations,Medium,JunOS
AST08293,ENG-IOT-0088,IoT Device,Victoria,Engineering,Critical,Embedded Firmware
AST08294,FIN-RTR-0089,Router,Christina,Finance,Low,Cisco IOS
AST08295,IT-MOB-0100,Mobile Device,Paul,IT,Medium,iOS 17
AST08296,MKT-RTR-0109,Router,Theresa,Marketing,Low,JunOS
AST08297,ENG-SW-0106,Switch,Jordan,Engineering,High,Arista EOS
AST08298,LEG-PC-0110,Workstation,Stephanie,Legal,Critical,Ubuntu Linux
AST08299,IT-IOT-0102,IoT Device,Kyle,IT,Medium,Embedded Firmware
AST08300,ENG-SRV-0125,Server,Robert,Engineering,Low,Windows Server 2022
AST08301,HR-DB-0089,Database,Leslie,HR,Medium,Ubuntu Server 22.04
AST08302,FIN-DB-0092,Database,Denise,Finance,Critical,Ubuntu Server 22.04
AST08303,ENG-IOT-0089,IoT Device,Nicole,Engineering,High,Embedded Firmware
AST08304,FIN-MOB-0119,Mobile Device,Hannah,Finance,Medium,iOS 17
AST08305,MKT-MOB-0102,Mobile Device,Hunter,Marketing,Medium,iOS 17
AST08306,FIN-IOT-0109,IoT Device,Veronica,Finance,Medium,Embedded Firmware
AST08307,OPS-PRT-0106,Printer,Jennifer,Operations,Low,Embedded Firmware
AST08308,OPS-MOB-0124,Mobile Device,William,Operations,Critical,iOS 17
AST08309,HR-MOB-0093,Mobile Device,Melissa,HR,High,Android 14
AST08310,SAL-LAP-0092,Laptop,Daniel,Sales,High,Windows 10
AST08311,HR-FW-0119,Firewall,Carly,HR,Medium,PAN-OS
AST08312,HR-MOB-0094,Mobile Device,Kristi,HR,Medium,Android 14
AST08313,ENG-FW-0118,Firewall,Kimberly,Engineering,Medium,FortiOS
AST08314,IT-FW-0108,Firewall,Emily,IT,Critical,PAN-OS
AST08315,HR-PRT-0089,Printer,Bryan,HR,Low,Embedded Firmware
AST08316,SAL-MOB-0131,Mobile Device,Timothy,Sales,High,iOS 17
AST08317,IT-PRT-0101,Printer,Joseph,IT,Medium,Embedded Firmware
AST08318,FIN-SW-0122,Switch,Cathy,Finance,Low,Cisco IOS
AST08319,SAL-IOT-0098,IoT Device,Randy,Sales,High,Embedded Firmware
AST08320,FIN-SRV-0104,Server,Stephen,Finance,Medium,CentOS 7
AST08321,FIN-IOT-0110,IoT Device,Amanda,Finance,Low,Embedded Firmware
AST08322,LEG-RTR-0101,Router,Brianna,Legal,Medium,Cisco IOS
AST08323,SAL-FW-0108,Firewall,Pamela,Sales,Low,PAN-OS
AST08324,HR-LAP-0118,Laptop,Julian,HR,Medium,macOS Sonoma
AST08325,FIN-SRV-0105,Server,Joshua,Finance,Low,Windows Server 2022
AST08326,FIN-MOB-0120,Mobile Device,Jack,Finance,Medium,iOS 17
AST08327,SAL-SRV-0120,Server,Daniel,Sales,Critical,Windows Server 2019
AST08328,OPS-RTR-0113,Router,Melissa,Operations,High,JunOS
AST08329,MKT-PC-0110,Workstation,Samantha,Marketing,Medium,Windows 11
AST08330,IT-FW-0109,Firewall,David,IT,Low,PAN-OS
AST08331,IT-IOT-0103,IoT Device,Michael,IT,Medium,Embedded Firmware
AST08332,SAL-RTR-0104,Router,Rebecca,Sales,Low,JunOS
AST08333,HR-PC-0105,Workstation,Michelle,HR,Critical,Windows 10
AST08334,OPS-SW-0102,Switch,Tiffany,Operations,Medium,Arista EOS
AST08335,FIN-FW-0108,Firewall,Victoria,Finance,Low,Cisco ASA OS
AST08336,LEG-MOB-0099,Mobile Device,Kevin,Legal,Medium,Android 14
AST08337,ENG-DB-0098,Database,Carl,Engineering,High,Oracle Linux
AST08338,FIN-SRV-0106,Server,John,Finance,Low,CentOS 7
AST08339,FIN-SW-0123,Switch,Wayne,Finance,Medium,Cisco IOS
AST08340,HR-SRV-0092,Server,Alexis,HR,High,Ubuntu Server 22.04
AST08341,FIN-SRV-0107,Server,Jon,Finance,High,Windows Server 2022
AST08342,SAL-DB-0096,Database,Thomas,Sales,Medium,Oracle Linux
AST08343,LEG-LAP-0101,Laptop,Erin,Legal,High,macOS Sonoma
AST08344,MKT-RTR-0110,Router,Eric,Marketing,Low,JunOS
AST08345,OPS-MOB-0125,Mobile Device,David,Operations,Medium,Android 14
AST08346,HR-DB-0090,Database,Mark,HR,Medium,Ubuntu Server 22.04
AST08347,SAL-MOB-0132,Mobile Device,Christopher,Sales,Critical,Android 14
AST08348,SAL-FW-0109,Firewall,David,Sales,Low,FortiOS
AST08349,IT-MOB-0101,Mobile Device,Dakota,IT,Low,Android 14
AST08350,ENG-RTR-0103,Router,Lauren,Engineering,High,Cisco IOS
AST08351,ENG-PC-0105,Workstation,Natasha,Engineering,Low,Ubuntu Linux
AST08352,ENG-MOB-0118,Mobile Device,Brad,Engineering,High,Android 14
AST08353,HR-PRT-0090,Printer,Linda,HR,Medium,Embedded Firmware
AST08354,ENG-IOT-0090,IoT Device,Megan,Engineering,Low,Embedded Firmware
AST08355,FIN-SW-0124,Switch,Debra,Finance,Medium,Arista EOS
AST08356,IT-PRT-0102,Printer,Kevin,IT,Critical,Embedded Firmware
AST08357,OPS-PC-0118,Workstation,Lori,Operations,Medium,Ubuntu Linux
AST08358,SAL-DB-0097,Database,Christopher,Sales,Medium,Windows Server 2022
AST08359,ENG-PRT-0110,Printer,Brandon,Engineering,High,Embedded Firmware
AST08360,MKT-FW-0103,Firewall,Stephanie,Marketing,Medium,FortiOS
AST08361,OPS-SW-0103,Switch,Jeffrey,Operations,High,Cisco IOS
AST08362,ENG-MOB-0119,Mobile Device,Rose,Engineering,Low,iOS 17
AST08363,SAL-PRT-0110,Printer,Karen,Sales,Medium,Embedded Firmware
AST08364,FIN-PRT-0103,Printer,Brandon,Finance,Medium,Embedded Firmware
AST08365,MKT-LAP-0101,Laptop,Cody,Marketing,Low,macOS Sonoma
AST08366,OPS-SRV-0091,Server,Debbie,Operations,Low,CentOS 7
AST08367,HR-FW-0120,Firewall,Dustin,HR,Medium,FortiOS
AST08368,SAL-FW-0110,Firewall,Elizabeth,Sales,High,PAN-OS
AST08369,IT-RTR-0109,Router,Emily,IT,High,Cisco IOS
AST08370,FIN-PC-0110,Workstation,Jesse,Finance,Critical,Windows 11
AST08371,HR-FW-0121,Firewall,Thomas,HR,Medium,PAN-OS
AST08372,OPS-RTR-0114,Router,Jason,Operations,Critical,JunOS
AST08373,MKT-DB-0097,Database,Monica,Marketing,High,Ubuntu Server 22.04
AST08374,LEG-PC-0111,Workstation,Crystal,Legal,Medium,Ubuntu Linux
AST08375,HR-DB-0091,Database,Hannah,HR,Medium,Ubuntu Server 22.04
AST08376,MKT-DB-0098,Database,Christy,Marketing,Low,Ubuntu Server 22.04
AST08377,LEG-DB-0107,Database,Bruce,Legal,Low,Ubuntu Server 22.04
AST08378,OPS-RTR-0115,Router,Olivia,Operations,Critical,JunOS
AST08379,ENG-FW-0119,Firewall,Kimberly,Engineering,Low,PAN-OS
AST08380,HR-MOB-0095,Mobile Device,Zachary,HR,High,Android 14
AST08381,MKT-DB-0099,Database,Brittany,Marketing,Medium,Ubuntu Server 22.04
AST08382,IT-FW-0110,Firewall,Travis,IT,High,FortiOS
AST08383,MKT-SRV-0107,Server,Karla,Marketing,Low,Ubuntu Server 22.04
AST08384,MKT-SW-0105,Switch,Amanda,Marketing,High,Cisco IOS
AST08385,ENG-IOT-0091,IoT Device,Joshua,Engineering,High,Embedded Firmware
AST08386,ENG-RTR-0104,Router,Zachary,Engineering,Critical,Cisco IOS
AST08387,IT-SRV-0114,Server,Jason,IT,Low,Ubuntu Server 22.04
AST08388,SAL-IOT-0099,IoT Device,Adam,Sales,High,Embedded Firmware
AST08389,IT-FW-0111,Firewall,Abigail,IT,Medium,Cisco ASA OS
AST08390,HR-SW-0103,Switch,Monica,HR,Medium,Arista EOS
AST08391,FIN-DB-0093,Database,Jennifer,Finance,Critical,Windows Server 2022
AST08392,OPS-SW-0104,Switch,Jason,Operations,High,Cisco IOS
AST08393,FIN-DB-0094,Database,William,Finance,Medium,Windows Server 2022
AST08394,IT-SW-0116,Switch,Brandy,IT,Medium,Arista EOS
AST08395,FIN-PC-0111,Workstation,Beth,Finance,High,Windows 10
AST08396,MKT-IOT-0082,IoT Device,Steve,Marketing,Medium,Embedded Firmware
AST08397,OPS-RTR-0116,Router,William,Operations,Critical,Cisco IOS
AST08398,IT-FW-0112,Firewall,Haley,IT,Medium,PAN-OS
AST08399,FIN-SRV-0108,Server,Nicole,Finance,Medium,Windows Server 2022
AST08400,LEG-IOT-0092,IoT Device,Zachary,Legal,Low,Embedded Firmware
AST08401,ENG-MOB-0120,Mobile Device,Kristen,Engineering,Critical,Android 14
AST08402,OPS-SRV-0092,Server,Erin,Operations,High,Ubuntu Server 22.04
AST08403,HR-FW-0122,Firewall,David,HR,Critical,Cisco ASA OS
AST08404,MKT-SW-0106,Switch,Jonathon,Marketing,Medium,Cisco IOS
AST08405,ENG-LAP-0093,Laptop,Lee,Engineering,Low,Windows 11
AST08406,MKT-MOB-0103,Mobile Device,Michael,Marketing,High,iOS 17
AST08407,HR-IOT-0100,IoT Device,Travis,HR,High,Embedded Firmware
AST08408,SAL-SRV-0121,Server,Kelly,Sales,High,Ubuntu Server 22.04
AST08409,OPS-PC-0119,Workstation,Whitney,Operations,Low,Windows 10
AST08410,SAL-MOB-0133,Mobile Device,Jessica,Sales,Medium,Android 14
AST08411,ENG-LAP-0094,Laptop,Nathan,Engineering,Critical,macOS Ventura
AST08412,HR-SRV-0093,Server,Holly,HR,Low,Ubuntu Server 22.04
AST08413,HR-PRT-0091,Printer,Sandy,HR,Medium,Embedded Firmware
AST08414,LEG-SRV-0095,Server,Erik,Legal,High,CentOS 7
AST08415,OPS-LAP-0105,Laptop,Crystal,Operations,High,Windows 11
AST08416,ENG-FW-0120,Firewall,Susan,Engineering,Low,Cisco ASA OS
AST08417,IT-MOB-0102,Mobile Device,Nicholas,IT,Medium,Android 14
AST08418,IT-LAP-0123,Laptop,Natalie,IT,High,macOS Sonoma
AST08419,IT-SRV-0115,Server,Linda,IT,Medium,CentOS 7
AST08420,HR-RTR-0094,Router,Luke,HR,Medium,Cisco IOS
AST08421,SAL-SRV-0122,Server,Drew,Sales,High,Windows Server 2022
AST08422,FIN-DB-0095,Database,Lindsay,Finance,Low,Ubuntu Server 22.04
AST08423,HR-FW-0123,Firewall,Robert,HR,Critical,FortiOS
AST08424,FIN-LAP-0103,Laptop,Michael,Finance,High,Windows 11
AST08425,FIN-FW-0109,Firewall,Steven,Finance,Low,FortiOS
AST08426,IT-FW-0113,Firewall,Jessica,IT,Medium,FortiOS
AST08427,ENG-PRT-0111,Printer,Patricia,Engineering,High,Embedded Firmware
AST08428,OPS-SW-0105,Switch,Sabrina,Operations,Medium,Cisco IOS
AST08429,SAL-PRT-0111,Printer,Katie,Sales,Medium,Embedded Firmware
AST08430,MKT-PRT-0095,Printer,Gregory,Marketing,Medium,Embedded Firmware
AST08431,HR-SRV-0094,Server,Mike,HR,Low,CentOS 7
AST08432,MKT-DB-0100,Database,Adam,Marketing,Medium,Oracle Linux
AST08433,IT-PRT-0103,Printer,James,IT,Low,Embedded Firmware
AST08434,ENG-SW-0107,Switch,Matthew,Engineering,High,Cisco IOS
AST08435,OPS-MOB-0126,Mobile Device,Gregory,Operations,Medium,iOS 17
AST08436,LEG-MOB-0100,Mobile Device,Thomas,Legal,High,Android 14
AST08437,HR-FW-0124,Firewall,David,HR,Medium,FortiOS
AST08438,LEG-DB-0108,Database,Denise,Legal,High,Ubuntu Server 22.04
AST08439,SAL-PC-0094,Workstation,Robert,Sales,High,Ubuntu Linux
AST08440,FIN-IOT-0111,IoT Device,John,Finance,Low,Embedded Firmware
AST08441,MKT-IOT-0083,IoT Device,Gina,Marketing,Critical,Embedded Firmware
AST08442,MKT-PC-0111,Workstation,Mark,Marketing,Medium,Ubuntu Linux
AST08443,HR-IOT-0101,IoT Device,Andrew,HR,High,Embedded Firmware
AST08444,IT-SRV-0116,Server,Mary,IT,Low,Windows Server 2022
AST08445,MKT-PC-0112,Workstation,Karen,Marketing,High,Windows 11
AST08446,FIN-PRT-0104,Printer,Natalie,Finance,High,Embedded Firmware
AST08447,IT-LAP-0124,Laptop,Kelly,IT,Medium,Windows 11
AST08448,SAL-FW-0111,Firewall,Joseph,Sales,Low,Cisco ASA OS
AST08449,SAL-IOT-0100,IoT Device,Heather,Sales,Medium,Embedded Firmware
AST08450,LEG-DB-0109,Database,Dustin,Legal,Critical,Oracle Linux
AST08451,FIN-PRT-0105,Printer,Tammy,Finance,Low,Embedded Firmware
AST08452,OPS-SRV-0093,Server,Denise,Operations,Medium,Ubuntu Server 22.04
AST08453,SAL-LAP-0093,Laptop,Amy,Sales,Low,Windows 10
AST08454,FIN-SRV-0109,Server,Brett,Finance,Low,CentOS 7
AST08455,ENG-PC-0106,Workstation,Justin,Engineering,Medium,Windows 10
AST08456,FIN-SRV-0110,Server,Rodney,Finance,Medium,Windows Server 2022
AST08457,OPS-MOB-0127,Mobile Device,Tina,Operations,Medium,Android 14
AST08458,HR-DB-0092,Database,Duane,HR,High,Oracle Linux
AST08459,SAL-SRV-0123,Server,Brittany,Sales,High,CentOS 7
AST08460,HR-MOB-0096,Mobile Device,Christian,HR,Medium,iOS 17
AST08461,LEG-SRV-0096,Server,Teresa,Legal,High,Ubuntu Server 22.04
AST08462,OPS-MOB-0128,Mobile Device,Julie,Operations,Medium,iOS 17
AST08463,LEG-RTR-0102,Router,Lisa,Legal,Medium,JunOS
AST08464,LEG-DB-0110,Database,Kara,Legal,Low,Oracle Linux
AST08465,IT-DB-0115,Database,Hector,IT,Low,Windows Server 2022
AST08466,ENG-LAP-0095,Laptop,John,Engineering,Medium,Windows 10
AST08467,LEG-MOB-0101,Mobile Device,Benjamin,Legal,Critical,iOS 17
AST08468,MKT-FW-0104,Firewall,Andrea,Marketing,High,FortiOS
AST08469,SAL-IOT-0101,IoT Device,Christopher,Sales,Medium,Embedded Firmware
AST08470,OPS-RTR-0117,Router,Jacob,Operations,Low,Cisco IOS
AST08471,HR-FW-0125,Firewall,Grant,HR,Medium,FortiOS
AST08472,SAL-PC-0095,Workstation,Samantha,Sales,Low,Windows 11
AST08473,LEG-MOB-0102,Mobile Device,Kristine,Legal,High,iOS 17
AST08474,FIN-SW-0125,Switch,Justin,Finance,High,Arista EOS
AST08475,SAL-RTR-0105,Router,Tara,Sales,Low,Cisco IOS
AST08476,ENG-SRV-0126,Server,Erik,Engineering,Low,Ubuntu Server 22.04
AST08477,MKT-RTR-0111,Router,Donald,Marketing,Medium,Cisco IOS
AST08478,IT-SRV-0117,Server,Patrick,IT,Medium,Windows Server 2022
AST08479,SAL-DB-0098,Database,Linda,Sales,Low,Oracle Linux
AST08480,FIN-DB-0096,Database,Corey,Finance,Medium,Windows Server 2022
AST08481,SAL-LAP-0094,Laptop,Kristina,Sales,Low,macOS Ventura
AST08482,HR-PC-0106,Workstation,Amy,HR,Medium,Windows 10
AST08483,MKT-IOT-0084,IoT Device,Lauren,Marketing,Medium,Embedded Firmware
AST08484,SAL-PC-0096,Workstation,Matthew,Sales,Low,Windows 10
AST08485,SAL-PRT-0112,Printer,Bobby,Sales,High,Embedded Firmware
AST08486,HR-DB-0093,Database,Corey,HR,Low,Oracle Linux
AST08487,SAL-PRT-0113,Printer,Jennifer,Sales,Low,Embedded Firmware
AST08488,FIN-SRV-0111,Server,William,Finance,Low,CentOS 7
AST08489,IT-DB-0116,Database,Kathryn,IT,High,Ubuntu Server 22.04
AST08490,HR-LAP-0119,Laptop,James,HR,High,macOS Sonoma
AST08491,OPS-FW-0108,Firewall,Joshua,Operations,High,PAN-OS
AST08492,SAL-DB-0099,Database,Jason,Sales,High,Windows Server 2022
AST08493,SAL-FW-0112,Firewall,Melissa,Sales,High,Cisco ASA OS
AST08494,OPS-SRV-0094,Server,Jacqueline,Operations,Low,Windows Server 2022
AST08495,HR-PRT-0092,Printer,Eric,HR,Medium,Embedded Firmware
AST08496,SAL-LAP-0095,Laptop,Jessica,Sales,High,macOS Sonoma
AST08497,SAL-SRV-0124,Server,Benjamin,Sales,Low,Windows Server 2022
AST08498,SAL-DB-0100,Database,Steven,Sales,Low,Oracle Linux
AST08499,ENG-RTR-0105,Router,Jonathan,Engineering,Low,Cisco IOS
AST08500,SAL-SRV-0125,Server,Kathy,Sales,Low,Windows Server 2022
AST08501,IT-IOT-0104,IoT Device,Jennifer,IT,High,Embedded Firmware
AST08502,SAL-MOB-0134,Mobile Device,Gabriela,Sales,High,iOS 17
AST08503,MKT-PRT-0096,Printer,James,Marketing,High,Embedded Firmware
AST08504,MKT-SRV-0108,Server,Brad,Marketing,Low,Windows Server 2022
AST08505,ENG-IOT-0092,IoT Device,Danielle,Engineering,Medium,Embedded Firmware
AST08506,ENG-PRT-0112,Printer,Heather,Engineering,Low,Embedded Firmware
AST08507,MKT-MOB-0104,Mobile Device,Albert,Marketing,Critical,iOS 17
AST08508,ENG-PRT-0113,Printer,Mary,Engineering,High,Embedded Firmware
AST08509,HR-SW-0104,Switch,Phyllis,HR,High,Cisco IOS
AST08510,FIN-FW-0110,Firewall,Michael,Finance,High,PAN-OS
AST08511,HR-PC-0107,Workstation,April,HR,Critical,Ubuntu Linux
AST08512,ENG-MOB-0121,Mobile Device,Debra,Engineering,Medium,iOS 17
AST08513,LEG-RTR-0103,Router,Sara,Legal,Medium,Cisco IOS
AST08514,ENG-RTR-0106,Router,Debra,Engineering,Medium,JunOS
AST08515,LEG-MOB-0103,Mobile Device,Zachary,Legal,High,Android 14
AST08516,HR-PRT-0093,Printer,Kayla,HR,Medium,Embedded Firmware
AST08517,HR-SRV-0095,Server,Tracy,HR,Medium,Ubuntu Server 22.04
AST08518,ENG-MOB-0122,Mobile Device,Antonio,Engineering,High,iOS 17
AST08519,ENG-PC-0107,Workstation,Amy,Engineering,High,Ubuntu Linux
AST08520,ENG-RTR-0107,Router,Robert,Engineering,Medium,JunOS
AST08521,OPS-FW-0109,Firewall,Matthew,Operations,Medium,PAN-OS
AST08522,IT-MOB-0103,Mobile Device,Phillip,IT,Low,Android 14
AST08523,FIN-PC-0112,Workstation,Jeffrey,Finance,Low,Ubuntu Linux
AST08524,MKT-SRV-0109,Server,Larry,Marketing,High,Windows Server 2022
